ITEM_ID,CATEGORY,NAME,EXISTS,VERIFIED,SOURCE,DESIGN_MAY_SHOW,DESIGN_MAY_NOT_INVENT,NOTES
NF-08,NON_FEATURE,島(シマ)という空間エンティティ,NO,YES,同一機種の台数ボーナス(islandBonus)のみ存在。座席配置・島オブジェクト・座標は不在,NO,存在するかのように描くこと,調査で不在を確認
NF-09,NON_FEATURE,個々の客エンティティ,NO,YES,客は 一般/常連/プロ の3系統の人数(数値)としてのみ存在。個体・位置・状態は不在,NO,存在するかのように描くこと,調査で不在を確認
NF-10,NON_FEATURE,ホール空間・フロアマップ・座席配置,NO,YES,空間座標を持つデータ構造は不在,NO,存在するかのように描くこと,調査で不在を確認
NF-11,NON_FEATURE,実時間進行・放置進行・tick,NO,YES,setIntervalは試打演出とオート回転のみ。経営はターン制,NO,存在するかのように描くこと,調査で不在を確認
NF-12,NON_FEATURE,ミッション・デイリー任務・ログインボーナス,NO,YES,該当データ構造・実装ともに不在,NO,存在するかのように描くこと,調査で不在を確認
NF-13,NON_FEATURE,プッシュ通知・OS通知,NO,YES,Notification APIの検出0,NO,存在するかのように描くこと,調査で不在を確認
NF-14,NON_FEATURE,テストスイート・CIによる自動テスト,NO,YES,リポジトリにテストファイル0。CIはデスクトップビルドのみ(.github/workflows/desktop-build.yml),NO,存在するかのように描くこと,調査で不在を確認
NF-15,NON_FEATURE,prefers-reduced-motion への対応,NO,YES,index.html内の出現数0(未実装),NO,存在するかのように描くこと,調査で不在を確認
NF-16,NON_FEATURE,safe-area-inset / env() の考慮,NO,YES,出現数0(未実装),NO,存在するかのように描くこと,調査で不在を確認
NF-17,NON_FEATURE,複数解像度向けの明示的ブレークポイント,NO,YES,"@mediaは1件のみ(max-width:560px, .grid2用)。かつ .grid2 は未使用のデッドCSS",NO,存在するかのように描くこと,調査で不在を確認
U-01,UNKNOWN,対象ビューポートの明示的定義,UNKNOWN,NO,"pachinko/index.html:5,239",NO,推測で確定させること,viewport metaは width=device-width のみ。リポジトリに360/390/430等の目標幅の記述は存在しない。@mediaは560px1件のみ(しかも未使用クラス向け)。
U-02,UNKNOWN,最小タップ領域の方針,UNKNOWN,NO,"pachinko/index.html:98-107,116",NO,推測で確定させること,min-height/min-width によるタップ領域の明示指定は存在しない。実寸はpadding依存。
U-03,UNKNOWN,対応ブラウザ・デバイスの範囲,UNKNOWN,NO,pachinko/desktop/package.json:16-18,NO,推測で確定させること,package.jsonにbrowserslist等の記述なし。Electronは^33系(Chromium系)。ブラウザ版の下限は未記述。
U-04,UNKNOWN,性能目標(FPS/フレーム予算/起動時間),UNKNOWN,NO,NOT_FOUND,NO,推測で確定させること,数値目標の記述は存在しない。
U-05,UNKNOWN,アセット容量の上限方針,UNKNOWN,NO,pachinko/icon-*.png,NO,推測で確定させること,上限を定める記述は存在しない。現状のPNG3件で計約521KB。
U-06,UNKNOWN,音声資産の可否方針,UNKNOWN,NO,pachinko/index.html(Audio / <audio> の出現数0)。リポジトリに音声ファイル0件,NO,推測で確定させること,前例なし・禁止記述なしのためUNKNOWN(ASSET_POLICY参照)。
U-07,UNKNOWN,アクセシビリティ方針(ARIA/コントラスト基準),UNKNOWN,NO,pachinko/index.html:1220,NO,推測で確定させること,role属性はrenderChartのSVGに1件(role=img)のみ。ARIA設計・コントラスト基準の記述は存在しない。
U-08,UNKNOWN,デプロイ手順の正本,UNKNOWN,NO,.github/workflows/desktop-build.yml,NO,推測で確定させること,GitHub Pages前提と読めるがワークフロー定義は存在しない(CIはデスクトップビルドのみ)。公開手順の記述はpachinko/desktop/README.mdの言及に留まる。
U-09,UNKNOWN,アイコン画像の由来ライセンス,UNKNOWN,NO,pachinko/icon-*.png,NO,推測で確定させること,リポジトリ内生成物と読めるが、生成手順・ライセンス表記のファイルは存在しない。
U-10,UNKNOWN,Candidate 03 のビジュアル仕様そのもの,UNKNOWN,NO,リポジトリ全体(DESIGN_DECISION / DESIGN_SYSTEM / SCREEN_SPEC / MOTION_SPEC いずれも NOT_FOUND),NO,推測で確定させること,DESIGN_DECISION等の設計正本はリポジトリに存在しない。本パケットは意図の記述のみを前提とし、寸法・配色・構図は一切前提にしていない。
C-01,CONFLICT,prefers-reduced-motion 対応の有無,―,YES,pachinko/redesign/request/TECHNICAL_CONSTRAINTS.json vs pachinko/index.html,NO,下位ソースの記述を採用すること,上位ソース(コード)を採用: 現状は UNIMPLEMENTED。文書側の記述は既存事実ではなく要求である。
C-02,CONFLICT,必須対応幅 360/390/430 の出典,―,YES,"pachinko/redesign/request/TECHNICAL_CONSTRAINTS.json vs pachinko/index.html:5,239",NO,下位ソースの記述を採用すること,上位ソースを採用: リポジトリ上は UNKNOWN(U-01)。当該数値は外部の検証手順に由来し、コード上の制約ではない。
C-03,CONFLICT,テスト証跡の所在,―,YES,pachinko/DESIGN.md vs リポジトリ全体(テストファイル0件),NO,下位ソースの記述を採用すること,上位ソースを採用: TEST_EVIDENCE は全項目 NOT_FOUND。DESIGN.mdの記述は再現不能な外部実行の報告として扱う。
C-04,CONFLICT,機能の粒度,―,YES,pachinko/redesign/request/FUNCTION_FREEZE.json vs pachinko/index.html,NO,下位ソースの記述を採用すること,挙動の矛盾ではなく粒度の差(前者はリール停止・補充・実績閲覧等を個別計上)。本パケットはコードのハンドラ単位を採用。
C-05,CONFLICT,リポジトリ内の別アプリケーション,―,YES,"index.html:6,81",NO,下位ソースの記述を採用すること,本パケットの対象は pachinko/ 配下のみ。直下index.htmlの性質(外部通信あり)を「パチスロ帝国」の事実として混同しないこと。
